[header]
width=20
height=20
tilewidth=32
tileheight=32
orientation=orthogonal

[tilesets]
tileset=../../../../../OutFromEden Art/Tiles/tiles.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,33,33,33,33,33,33,0,0,0,0,0,0,0,0,
0,0,0,0,0,33,33,34,34,34,34,33,33,0,0,0,0,0,0,0,
0,0,0,0,0,33,34,26,26,26,26,34,33,0,0,0,0,0,0,0,
0,0,0,0,33,34,26,26,26,26,26,26,34,33,0,0,0,0,0,0,
0,0,0,33,33,34,26,26,26,26,26,26,34,33,33,0,0,0,0,0,
0,0,33,33,34,26,26,26,26,26,26,26,26,34,33,33,0,0,0,0,
0,0,33,34,26,26,26,26,26,26,26,26,26,26,34,33,0,0,0,0,
0,33,33,34,26,26,26,26,26,26,26,26,26,26,34,33,33,0,0,0,
0,33,26,26,26,26,26,26,26,26,26,26,26,26,26,26,33,0,0,0,
0,33,26,26,26,26,26,26,26,26,26,26,26,26,26,26,33,0,0,0,
0,33,26,26,26,26,26,26,26,26,26,26,26,26,26,26,33,0,0,0,
0,33,26,26,26,26,26,26,26,26,26,26,26,26,26,26,33,0,0,0,
0,33,26,26,26,26,26,26,26,26,26,26,26,26,26,26,33,0,0,0,
0,33,26,26,26,26,26,26,26,26,26,26,26,26,26,26,33,0,0,0,
0,33,26,26,26,26,26,26,26,26,26,26,26,26,26,26,33,0,0,0,
0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

